gyarto;modell;gyartas_eve;szin;alvazszam;rendszam;uzemanyag;ajtok_szama;kormany_oldal;forgalomban
Mercedes-Benz;CLK-Class;2005;Green;WBA4A7C52FG864155;JGG-591;elektromos;3;bal;true
Volkswagen;Golf;1976;Yellow;2T1KE4EE5BC126756;GUT-010;benzin;3;bal;false
Audi;A4;1996;Fuscia;WVGEF9BP1ED496960;UOP-638;benzin;5;bal;true
Honda;del Sol;1997;Turquoise;WBAKG7C51DE897114;GVI-157;elektromos;3;jobb;false
Volkswagen;Cabriolet;1995;Goldenrod;1FTWF3D52AE207247;NEJ-746;benzin;5;bal;true
Mitsubishi;Mirage;1994;Khaki;5XYZG3ABXBG159948;DEO-051;elektromos;5;jobb;false
Chevrolet;Express 1500;2004;Fuscia;JM1GJ1T62E1102659;MXA-361;benzin;5;bal;true
Mazda;RX-8;2005;Orange;WAUHFBFL3CN864608;BGG-518;benzin;3;jobb;false
Chevrolet;Suburban 2500;1995;Maroon;WAUAH74F16N995546;JSR-018;benzin;3;jobb;false
Buick;LeSabre;1999;Aquamarine;JH4CL96978C094482;RMR-758;elektromos;5;jobb;false
Mazda;Miata MX-5;2009;Fuscia;3D73Y4CL4BG175259;GVD-818;elektromos;5;jobb;false
Pontiac;Bonneville;2005;Orange;1D7RE2BK6BS055813;EUH-753;benzin;5;bal;true
Dodge;Grand Caravan;2010;Maroon;WBABD53445P281174;VVL-210;benzin;5;bal;true
Porsche;Cayenne;2010;Fuscia;1G6AR5SX0E0059643;QLW-872;elektromos;3;bal;false
Mercedes-Benz;Sprinter;2011;Turquoise;WBA3B3C52EF709823;PPP-781;dízel;3;jobb;true
Ford;F350;2002;Red;JH4DC53886S061664;WEX-087;benzin;3;jobb;true
Honda;Fit;2011;Crimson;WAUJC58E92A079428;VPY-902;dízel;5;jobb;true
Mercedes-Benz;500E;1993;Crimson;WAUFFAFM0AA787842;DII-198;dízel;3;jobb;true
Ford;Club Wagon;1997;Green;3D73M3HL1AG882221;OKH-177;benzin;3;jobb;true
BMW;530;2003;Maroon;WBALW7C50CD074864;EDJ-411;benzin;5;jobb;false
Toyota;Corolla;2000;Yellow;WBSKG9C58DJ185388;AYL-708;elektromos;5;jobb;false
Lincoln;Town Car;2006;Goldenrod;1G4CU541724193448;EQM-470;benzin;3;jobb;false
Ford;Windstar;1996;Yellow;WAUNF98P58A612580;FYA-321;dízel;5;jobb;false
BMW;X5 M;2010;Turquoise;1GYFC53219R157034;YKD-089;benzin;5;jobb;true
Dodge;Avenger;2010;Goldenrod;5N1AZ2MH1FN459213;HTW-009;benzin;5;bal;true
Nissan;240SX;1998;Aquamarine;1D7CE3BK4AS448235;NWY-954;benzin;3;bal;true
Dodge;Charger;2006;Crimson;JTDKN3DU2B0031729;SFR-044;elektromos;3;jobb;false
Volkswagen;Jetta;1999;Crimson;WAUKG98EX6A501437;AGO-646;dízel;5;bal;false
Mazda;B-Series;1995;Goldenrod;1N6AA0EK8FN011493;CXS-119;elektromos;3;bal;false
Ford;F150;1998;Orange;JN8AS5MT3BW099286;HXY-260;dízel;5;bal;false
Aston Martin;V8 Vantage;2011;Turquoise;3LNHL2GC9BR920102;MXF-883;elektromos;5;bal;false
Volvo;XC70;2004;Fuscia;1GTPCTEX7AZ401572;VPE-517;dízel;5;bal;false
BMW;6 Series;1989;Goldenrod;WBAEJ13402A378188;VSS-499;dízel;3;bal;true
Volkswagen;New Beetle;2000;Khaki;1G6AR5S36E0575437;NLS-458;benzin;5;jobb;true
GMC;Savana 1500;1999;Yellow;WAUDF98E65A820778;ZKC-241;dízel;5;bal;true
Subaru;Legacy;2004;Khaki;WBAWC7C52AE299641;HKN-133;elektromos;5;jobb;true
Hyundai;Sonata;1997;Violet;WAUAFAFH3BN917300;ECY-461;elektromos;3;bal;false
Chevrolet;Corvette;2009;Turquoise;WAUVT68E22A276397;HRY-498;benzin;5;bal;true
Hyundai;XG300;2001;Pink;WBAUP9C56BV594248;ECJ-400;dízel;5;jobb;true
Toyota;Prius c;2012;Goldenrod;WAULFAFH0EN073911;VSU-031;dízel;5;jobb;true
Chevrolet;Express 1500;1999;Orange;WBACN334X1L054420;RSM-571;benzin;3;jobb;false
Jaguar;XJ;2009;Pink;JH4CL95976C434938;TMM-684;dízel;3;jobb;false
Chevrolet;Corvette;2005;Crimson;JTHBL1EF3D5015327;RZB-610;benzin;3;jobb;false
Bentley;Azure;2008;Yellow;1HGCR2F33FA942659;PBY-700;dízel;3;jobb;true
Mazda;Protege;1995;Mauv;JA4AD3A31FZ917949;DNP-516;elektromos;5;bal;false
Lincoln;MKT;2011;Orange;3C3CFFCR2FT786733;QEJ-022;benzin;3;jobb;true
Chevrolet;Cavalier;1997;Crimson;1GYS4AEF1BR883986;HOK-888;elektromos;5;bal;true
Cadillac;CTS;2007;Crimson;JH4DC53895S099662;OFT-235;elektromos;3;jobb;false
Saab;9-5;2005;Puce;2HNYD28778H116284;AUM-310;benzin;5;bal;false
Infiniti;G;1993;Indigo;1D7RW2GK0BS557920;SPM-077;dízel;3;bal;false
Hyundai;Genesis Coupe;2011;Mauv;1VWAH7A34EC397021;NUX-746;dízel;5;bal;false
BMW;X6;2012;Purple;5N1AA0NE5FN514214;UNL-957;dízel;5;bal;false
Ferrari;599 GTB Fiorano;2009;Pink;WAUXU64B63N351193;UQN-780;elektromos;3;jobb;true
Plymouth;Grand Voyager;1996;Yellow;5YMGZ0C55BL050252;RZB-528;elektromos;5;bal;false
Acura;TSX;2004;Purple;1GD220CG0CZ880656;PWP-633;elektromos;3;bal;true
Hyundai;Tiburon;1999;Goldenrod;4T1BF1FK5DU964237;IMX-267;dízel;5;bal;true
Toyota;Land Cruiser;2000;Puce;5GAKVCKD5EJ220619;GVQ-187;elektromos;5;jobb;false
Pontiac;Sunfire;1996;Yellow;WAUNF68P66A423352;YEI-800;dízel;5;bal;false
Audi;R8;2011;Orange;5LMJJ3H56DE857153;RHA-119;elektromos;3;jobb;false
Jeep;Wrangler;2004;Yellow;WA1BV94L58D564003;BXE-217;dízel;5;jobb;true
Mazda;MPV;1993;Teal;1FTWX3A52AE697433;BBB-375;elektromos;3;jobb;false
Honda;Civic;1992;Pink;1G4GG5E32CF304504;EKN-151;benzin;5;bal;true
Nissan;Maxima;1999;Khaki;WBAYF4C51ED995837;PWR-267;dízel;5;bal;true
Bentley;Mulsanne;2012;Violet;WAUSF78K79A646839;DVH-023;elektromos;3;jobb;true
Volkswagen;Jetta;2002;Green;1N4AL3AP5DC973703;KSV-729;dízel;5;jobb;false
Chevrolet;Express 3500;2008;Blue;5GADT13S672312447;LLF-098;elektromos;3;jobb;true
Nissan;Frontier;1998;Teal;2G61N5S34D9611819;WUO-933;dízel;3;jobb;true
BMW;5 Series;1993;Indigo;JN8AE2KP0E9019747;VBY-395;dízel;3;bal;true
Lincoln;Navigator L;2010;Yellow;1GD11ZCG6DF518434;QSF-102;benzin;3;jobb;false
Ford;EXP;1987;Goldenrod;WBSBR93434P641845;FKR-893;benzin;3;jobb;true
Ford;LTD Crown Victoria;1988;Goldenrod;WA1DKAFP7BA343742;HIK-899;dízel;5;bal;true
Infiniti;JX;2013;Turquoise;2HNYD284X7H138042;VCN-677;benzin;3;bal;true
Hyundai;Sonata;1999;Khaki;WAUKF98P29A692229;TJM-075;elektromos;5;bal;false
Honda;Civic;2000;Goldenrod;3GYFNDE35ES722130;GCG-968;benzin;5;bal;true
Mercedes-Benz;CLK-Class;2002;Red;WA1WMAFE7CD414178;KXL-009;benzin;5;jobb;false
Chevrolet;Astro;1995;Mauv;WBADX1C56BE114890;PQK-593;dízel;3;bal;true
GMC;Sierra 2500;2001;Blue;SCBCR7ZA4AC219358;XNQ-408;elektromos;5;jobb;true
Dodge;Viper;1992;Blue;WAUHFAFL6BN482064;FDS-988;elektromos;3;bal;true
GMC;3500;1998;Fuscia;5BZAF0AA1FN430173;JUX-555;benzin;5;jobb;false
Kia;Rio;2009;Orange;WAUMGAFL5BA308456;JJA-843;benzin;3;bal;false
Mitsubishi;Truck;1988;Puce;5N1AN0NU1DN734216;RTX-238;elektromos;5;bal;true
Suzuki;Grand Vitara;2001;Goldenrod;2G61S5S36D9134822;ISH-513;elektromos;3;bal;false
Mercedes-Benz;300E;1993;Red;3GYFNAE3XFS487613;OQH-482;benzin;5;jobb;true
Ferrari;F430;2009;Red;JTHFE2C20C2674127;YIX-123;dízel;5;bal;false
GMC;2500 Club Coupe;1997;Indigo;KL4CJGSB2FB161572;PHP-954;elektromos;5;jobb;true
Volkswagen;Cabriolet;2001;Khaki;WAUMFAFL2BN460383;STC-151;elektromos;3;bal;false
Chevrolet;G-Series 3500;1998;Fuscia;WBAVM5C5XDV562122;QJR-937;elektromos;5;jobb;true
Chevrolet;Classic;2004;Puce;3VWML7AJXDM472649;SSD-477;elektromos;5;jobb;false
Chevrolet;Express 2500;1998;Goldenrod;1G6DN57S240000033;YLK-412;benzin;5;bal;true
Aston Martin;DB9;2007;Blue;4T1BF1FK6DU962657;OBF-861;dízel;3;jobb;false
Chevrolet;Impala SS;1994;Goldenrod;WBALZ5C5XCC079877;AKO-056;elektromos;3;bal;false
Bentley;Continental Super;2010;Pink;3D4PG5FV2AT974502;HGZ-022;dízel;5;bal;false
Nissan;Rogue;2008;Turquoise;1FTWW3B50AE562369;PEN-684;dízel;3;bal;false
Geo;Tracker;1992;Teal;1N4AB7AP2EN436111;CNC-241;benzin;5;bal;false
Infiniti;Q;2005;Maroon;3D7TT2CTXBG640372;UAE-046;benzin;5;jobb;true
GMC;Savana 2500;1996;Maroon;WAU2MAFCXFN708835;RIW-947;dízel;3;jobb;true
Land Rover;Range Rover;2001;Indigo;19UUA8F39EA657557;UJP-278;elektromos;5;bal;false
Chevrolet;Express 2500;1996;Blue;3C63D3JL5CG925909;SZO-210;elektromos;3;bal;true
Mercedes-Benz;SLK-Class;2007;Violet;SCFAD02A47G319712;MXQ-879;elektromos;3;bal;false
Nissan;Altima;2003;Red;WBAPM5G59BN609544;RNU-927;elektromos;5;bal;false
Volkswagen;Cabriolet;1995;Yellow;JHMZE2H33ES172262;VCY-042;benzin;3;jobb;false
Mercedes-Benz;SL-Class;1988;Indigo;5FRYD3H2XGB454183;YDI-095;benzin;5;jobb;true
Saturn;S-Series;2000;Khaki;3VW4A7AT0DM052261;ONA-422;dízel;3;bal;true
Kia;Optima;2009;Indigo;WAUAFAFL3BN438007;DVK-666;dízel;3;jobb;true
Mazda;MX-6;1989;Teal;5N1AT2MK2FC047083;XVI-866;dízel;3;bal;true
Nissan;240SX;1998;Indigo;JM1NC2JF6F0599328;IRO-744;benzin;5;bal;false
Mazda;Miata MX-5;1994;Goldenrod;5NPET4AC2AH973270;UJX-148;benzin;3;jobb;false
Infiniti;FX;2011;Puce;1FTSX2A58AE362881;VEX-088;benzin;5;bal;false
Mercury;Mountaineer;2007;Maroon;WBAPN73569A131969;BFF-546;elektromos;3;bal;true
Honda;Prelude;2001;Goldenrod;3N1CN7AP4DL015129;OXK-806;benzin;5;jobb;true
Dodge;Ram Van B350;1994;Blue;3VW1K7AJ5FM172106;PQM-038;elektromos;5;jobb;true
Kia;Rondo;2007;Turquoise;2C3CDXDT5CH082259;PCM-274;benzin;3;jobb;false
Mercury;Mystique;1996;Crimson;WAUET48H85K667406;ZXH-795;elektromos;5;bal;false
Chrysler;200;2012;Purple;1G4GL5E30CF795876;NNF-769;elektromos;5;bal;true
Toyota;4Runner;2010;Goldenrod;WBA3N9C58EF076268;TCE-146;dízel;3;jobb;false
GMC;Jimmy;1993;Turquoise;1GD21ZCG8DZ038379;WIE-385;elektromos;3;jobb;true
Ford;Thunderbird;1985;Indigo;1G6DG8EG4A0682404;MLL-506;dízel;3;bal;true
Mercedes-Benz;GLK-Class;2012;Puce;5N1AR1NB3BC212771;DLY-397;elektromos;3;jobb;true
Ford;F-250 Super Duty;2006;Orange;WBAYA8C50FD984335;UIP-966;benzin;5;bal;false
Mazda;Tribute;2006;Violet;2G4WE587971601010;UGR-344;elektromos;3;bal;true
Cadillac;Sixty Special;1993;Orange;1G6AY5S36E0610853;JDV-504;dízel;3;bal;false
Subaru;Tribeca;2008;Green;WAUNF78P68A308050;UHF-991;dízel;5;jobb;false
Ford;Ranger;1984;Pink;WAUVT58E33A878639;ZLS-592;dízel;3;bal;false
Lexus;IS F;2010;Red;3D7TT2CT3AG646836;NMF-671;benzin;5;bal;false
Porsche;911;1996;Purple;WBSBR93463P598195;LKJ-698;dízel;3;bal;true
Honda;Accord;2007;Maroon;WBSBL93484J098786;TTI-649;elektromos;3;bal;false
Infiniti;QX;2000;Aquamarine;2C3CCAAG0CH861169;CZF-322;dízel;3;jobb;false
Toyota;Camry;1994;Purple;WBA4A9C54FD944070;AZQ-895;dízel;5;bal;false
Toyota;MR2;2003;Fuscia;JH4NA12682T079699;PIR-908;elektromos;5;bal;false
Toyota;Celica;1992;Puce;WBA1J7C55EV523152;TSE-727;elektromos;5;bal;true
Ford;F250;2010;Khaki;1GYS4KEF3CR642471;JBS-526;benzin;5;jobb;false
Saturn;S-Series;1997;Maroon;5TFBW5F12AX793265;PCE-191;benzin;3;jobb;false
Pontiac;G6;2006;Violet;19XFB4F23EE884132;AML-469;benzin;3;bal;true
Subaru;XT;1987;Puce;5BZBF0AA5EN463762;VYP-911;dízel;3;jobb;true
Cadillac;Escalade;2012;Puce;1HGCR2E55FA897940;RMI-174;elektromos;5;bal;true
Mercury;Cougar;1996;Khaki;WVWAA7AJXCW896150;WMW-905;dízel;5;bal;true
GMC;3500 Club Coupe;1992;Crimson;1G6EL12Y52B675942;LXZ-036;benzin;5;bal;true
Pontiac;Grand Prix;1965;Pink;3VWF17AT7FM080666;MXL-638;elektromos;5;bal;true
Aston Martin;DBS;2011;Mauv;1D7RB1CP9BS414942;SFB-710;benzin;5;bal;true
Oldsmobile;Ciera;1995;Turquoise;W04GR5ECXB1296091;XGH-997;dízel;3;bal;false
Toyota;Yaris;2007;Teal;YV1902FH7D1513689;VZS-772;dízel;5;bal;false
Maybach;62;2003;Violet;2C4JDGAG0CR898509;EEW-431;dízel;3;bal;false
Pontiac;Bonneville;1997;Yellow;WBAVT13526K077957;UBG-984;elektromos;3;bal;true
Bentley;Continental GTC;2012;Aquamarine;JTHBB1BA3A2637936;XBV-708;dízel;3;bal;true
Ram;2500;2011;Pink;5N1AR2MM2EC889484;XIY-321;benzin;5;jobb;false
Buick;LaCrosse;2006;Red;WAUJC68E75A520466;PMG-707;elektromos;5;jobb;false
Chevrolet;2500;1996;Mauv;WBAVB73538P928496;TWX-085;elektromos;3;bal;true
Pontiac;Bonneville;1990;Teal;3N1BC1CP7CK402032;UYV-948;elektromos;3;jobb;false
BMW;M3;2003;Pink;KMHGC4DE2AU305413;YTE-179;elektromos;3;bal;false
Scion;xD;2010;Violet;1GYUCBEFXAR249656;KUI-936;dízel;3;bal;true
Lincoln;LS;2002;Goldenrod;WA1LFAFP0CA262034;CGG-741;benzin;3;bal;true
GMC;Sonoma;1992;Green;WAUDF98EX8A169725;NTC-003;benzin;5;bal;true
Chevrolet;Corvette;1986;Violet;JTHBE1BL8F1507902;BVI-214;benzin;3;jobb;true
Hyundai;XG350;2002;Yellow;WBABN734X3P103839;IDZ-638;dízel;3;jobb;false
Mercury;Sable;1995;Pink;SALAC2D46CA938094;WEM-270;elektromos;3;bal;false
Mitsubishi;Galant;1987;Goldenrod;2HNYD18615H065586;VOA-424;benzin;3;bal;false
Ford;Escort;1985;Turquoise;JH4CU25699C381819;HFF-149;benzin;5;bal;true
Nissan;Quest;2006;Green;3D73Y4EL0AG719462;HMM-239;dízel;5;jobb;true
Mazda;Miata MX-5;2000;Orange;WAUKFBFL4EA144153;PCG-169;elektromos;3;bal;true
Acura;MDX;2009;Maroon;WDBSK7AA5CF561927;SDS-547;benzin;3;bal;false
Toyota;Tercel;1997;Indigo;JN1CV6EK8CM204170;PEA-835;elektromos;5;jobb;true
Suzuki;Grand Vitara;2004;Crimson;WBAEN33483E274316;OEW-072;benzin;5;bal;false
Ford;E-Series;2009;Mauv;3C3CFFER4CT968166;OXS-007;benzin;5;jobb;false
Infiniti;M;2007;Crimson;5J6TF1H5XEL455701;YRW-950;elektromos;3;jobb;true
Toyota;Celica;1984;Goldenrod;1GD311CG0FZ945913;SAN-636;elektromos;3;jobb;false
Ford;Mustang;1994;Pink;WAUED64B01N809525;KJZ-421;benzin;3;jobb;true
Mazda;CX-9;2008;Puce;WAUHFAFL1CA526481;CTZ-881;dízel;3;jobb;true
Porsche;Boxster;2011;Maroon;WVGAV7AXXBW178195;TZU-952;benzin;5;jobb;false
Honda;Odyssey;2009;Purple;3VW517AT6FM220248;LWJ-190;dízel;5;bal;false
Dodge;Avenger;2000;Indigo;WAUEFAFL7CN141230;FMP-369;dízel;3;jobb;true
Chevrolet;Malibu;2005;Pink;5FPYK1F53EB529948;GOT-697;dízel;5;jobb;true
Honda;Civic;2009;Blue;2G4GT5GC9B9998916;FJU-157;benzin;3;bal;true
Smart;Fortwo;2011;Pink;JHMZF1C46BS131563;EGN-898;dízel;5;bal;false
Lotus;Exige;2012;Aquamarine;1GYFK56299R504172;SKT-402;dízel;5;jobb;false
Saab;9-7X;2009;Indigo;WBY2Z2C5XFV190952;PRQ-448;dízel;5;bal;false
Bentley;Brooklands;2009;Aquamarine;WAUVT58E75A052265;RVR-298;elektromos;5;jobb;true
Porsche;928;1988;Aquamarine;SCBDU3ZA6CC948797;FRR-411;benzin;3;bal;false
Aston Martin;V8 Vantage;2012;Violet;JN1AZ4EH1AM255706;LUO-668;elektromos;3;bal;false
GMC;Savana 2500;2008;Teal;JH4CL95958C865488;HYW-357;dízel;5;bal;true
Geo;Prizm;1995;Maroon;SAJWA4ECXFM196386;THT-312;elektromos;3;jobb;false
Chevrolet;Malibu;2012;Goldenrod;5N1AZ2MHXFN638821;OYD-748;benzin;5;bal;true
Shelby;GT500;1968;Green;SCBBR53W76C565805;JPJ-808;dízel;3;bal;true
Hyundai;XG300;2001;Yellow;SCFAB05D09G154708;ZXV-733;elektromos;5;jobb;true
Pontiac;Torrent;2007;Purple;1G6DK67V880124483;SSV-965;elektromos;3;jobb;true
Buick;Skylark;1988;Pink;3D4PH6FV3AT018142;NQZ-063;elektromos;5;bal;false
Maserati;Spyder;1990;Teal;2C3CDYBT5DH395788;VES-303;dízel;3;bal;false
Dodge;Ram Van 1500;1995;Goldenrod;SCFFBCCD0BG304445;QGH-529;elektromos;5;jobb;false
Hyundai;Elantra;1999;Goldenrod;5NPEB4AC8DH646427;NYP-857;benzin;5;bal;false
BMW;M5;2002;Mauv;4T1BD1EB8FU830087;WSU-043;dízel;3;jobb;false
Pontiac;Firebird;1988;Indigo;3N1AB6APXCL818438;FXI-032;dízel;5;bal;true
Dodge;Ram Van 3500;1999;Green;WAUAF48H49K522102;BHT-509;dízel;3;bal;false
Studebaker;Avanti;1963;Mauv;3N1BC1CP2CK546572;WGQ-876;benzin;5;bal;false
Ferrari;458 Italia;2010;Orange;WAUMGBFL7DA552182;SRD-958;benzin;3;jobb;false
Mercedes-Benz;W201;1986;Teal;SCFAD22313K627800;APZ-932;benzin;3;jobb;true
Hummer;H3;2008;Purple;WAUVC68E62A735253;CSG-700;benzin;5;bal;false
Austin;Mini Cooper S;1963;Maroon;SCFEFBAC1AG588901;MQD-802;dízel;3;jobb;true
Toyota;Sequoia;2008;Green;3C6JD6DK6CG976587;TMG-006;elektromos;3;jobb;true
Land Rover;Discovery Series II;2002;Goldenrod;WBAAV53401J324303;VQS-144;benzin;5;jobb;true
Land Rover;Range Rover;2001;Blue;5UXZV8C58D0015123;XKN-172;dízel;3;bal;false
Oldsmobile;Silhouette;2003;Yellow;5GADX33L65D923573;LPK-027;elektromos;3;jobb;false
Mitsubishi;Outlander;2003;Pink;WAUKF78EX5A709243;BHK-707;dízel;5;jobb;true
Jeep;Commander;2007;Aquamarine;JH4CL96996C922108;ZAK-239;elektromos;5;bal;false
Oldsmobile;Cutlass;1999;Crimson;3GYFNKE48AS755940;KKK-282;benzin;5;jobb;false
Toyota;Tacoma;1998;Mauv;WAUEFAFL6BN505037;LJB-796;benzin;3;jobb;true
Mercedes-Benz;GLK-Class;2010;Maroon;JH4DC53853C607097;GIU-247;dízel;3;bal;false
Toyota;Tundra;2007;Red;KNADM5A35E6586286;BCF-748;elektromos;3;bal;true
BMW;X5;2013;Maroon;19VDE1F70EE034508;CAT-629;dízel;3;jobb;false
Pontiac;Grand Prix;1984;Aquamarine;1GYS4HEF5CR171698;ESC-411;benzin;3;bal;false
Chevrolet;Camaro;2010;Mauv;WAUML44D82N412232;FBD-177;dízel;3;bal;false
Dodge;Caravan;2006;Blue;1G6AH5RX9E0983829;HAM-573;benzin;3;jobb;true
Pontiac;Grand Am;1999;Aquamarine;JTEBU5JR7E5175875;CPW-175;dízel;5;jobb;true
Acura;TSX;2007;Green;19UUA9F70EA148272;CHD-653;dízel;3;bal;true
Nissan;Sentra;1997;Purple;5N1AR1NB8CC749539;VLY-115;dízel;5;bal;false
GMC;Envoy XUV;2005;Goldenrod;WBAPK7C57BF687886;JNM-655;elektromos;3;bal;true
Pontiac;LeMans;1990;Mauv;5TDBW5G18ES934866;PRO-280;benzin;3;jobb;false
Jeep;Wrangler;2002;Teal;KMHHT6KD3BU157333;GFA-940;elektromos;3;bal;false
Mazda;Miata MX-5;1996;Turquoise;3C4PDDDG8FT495142;DBA-027;elektromos;3;bal;false
Ford;Explorer Sport Trac;2000;Purple;5N1AR1NB5BC211833;IEZ-820;benzin;5;jobb;true
Chevrolet;Corvette;1963;Purple;WBAPM5C56BE854274;WJS-528;elektromos;5;bal;true
Dodge;Caliber;2008;Yellow;KM8NU4CC8AU251619;UKS-846;benzin;5;bal;true
Oldsmobile;Silhouette;1993;Orange;JTDKN3DU1B0156091;HEM-456;elektromos;5;jobb;false
GMC;2500 Club Coupe;1994;Violet;YV1902FH9D1452975;ECB-132;benzin;5;jobb;true
Volkswagen;Jetta;2011;Goldenrod;2G61N5S34F9370735;AKG-968;dízel;3;jobb;false
Buick;Riviera;1992;Fuscia;1N4AL3AP9DC960632;SPA-472;elektromos;5;bal;false
Jeep;Grand Cherokee;2007;Crimson;2C3CDYBT2EH486485;XSR-299;elektromos;5;jobb;false
BMW;7 Series;1997;Red;1G6DF5EG1A0990423;CSC-817;benzin;3;bal;false
Volkswagen;Passat;2012;Aquamarine;1D7RV1GP7AS431822;RYP-068;benzin;3;jobb;false
Porsche;Boxster;1999;Crimson;3VW4A7AT0CM627506;PHD-230;dízel;3;jobb;true
Toyota;Highlander;2004;Maroon;WAUGL98EX8A286971;YCN-494;elektromos;3;bal;true
Ford;Thunderbird;1987;Puce;JTDKN3DU1A0873864;DPY-521;dízel;3;bal;true
Volkswagen;R32;2004;Orange;KMHTC6AD6FU418357;DVH-034;benzin;3;bal;true
Hyundai;Santa Fe;2009;Khaki;1C4NJPBA6CD862511;YSL-844;dízel;3;bal;true
Lincoln;Town Car;1990;Turquoise;1FTMF1CW8AK138958;XGZ-187;benzin;3;jobb;false
Dodge;Ram Wagon B350;1994;Turquoise;WAUBNBFB1AN601045;LMR-441;benzin;3;jobb;false
Volvo;S40;2005;Blue;1G6ET129X2B648230;QXX-503;benzin;5;jobb;true
Chrysler;300;2007;Puce;1G6DP5E30C0745061;EIT-673;elektromos;5;bal;true
Mazda;Miata MX-5;1996;Khaki;3GYFNFEY1AS503487;RLA-575;elektromos;3;jobb;false
Mercedes-Benz;CLK-Class;1999;Indigo;JN8AE2KPXC9033359;LOO-859;elektromos;5;bal;true
Nissan;Sentra;2005;Indigo;5GAKRBED8CJ985380;GTK-181;elektromos;3;jobb;true
Plymouth;Voyager;1995;Blue;1G6DJ8ED8B0786046;WUW-707;elektromos;5;jobb;true
Toyota;Tacoma;2001;Goldenrod;1FTEX1C84AK665429;UUS-063;elektromos;5;bal;true
Mercedes-Benz;500E;1992;Teal;WAUEG94F36N550113;QOE-441;elektromos;3;bal;true
Isuzu;Amigo;1993;Puce;1D4SD6GT9BC917832;AVB-651;dízel;3;jobb;true
Chevrolet;Colorado;2009;Crimson;5J8TB3H38DL486537;HUG-100;benzin;5;bal;false
Chevrolet;Aveo;2004;Turquoise;1G6AH5R34D0528432;XUX-580;benzin;5;bal;false
Mitsubishi;Diamante;2003;Teal;3D7JB1EP2BG301044;DJD-519;dízel;3;bal;true
Toyota;Supra;1998;Green;1N6AF0KX1EN606881;TWI-309;benzin;3;bal;false
Kia;Sedona;2005;Red;WBSDE934X1B898417;FRB-696;elektromos;5;bal;true
Mitsubishi;Galant;1993;Crimson;JH4DB76581S182056;DLI-911;elektromos;3;jobb;false
Volkswagen;riolet;1992;Orange;WA1BV74L08D869445;NCD-678;benzin;5;jobb;true
Mitsubishi;Raider;2006;Purple;WBA4A7C58FD855459;FXQ-623;dízel;3;bal;true
Porsche;Cayman;2010;Pink;KNAFK4A66E5663319;PJR-098;benzin;5;bal;true
Ford;F150;2004;Yellow;JN8AF5MR7ET690946;MGS-654;dízel;5;jobb;false
Toyota;TundraMax;2012;Red;WAUUL98E37A866046;QLE-327;elektromos;3;bal;true
Chevrolet;2500;2000;Yellow;WAUJ2AFD3FN217016;DMK-115;elektromos;5;bal;false
Ford;Escape;2003;Mauv;YV1672MK1A2090966;MLM-800;dízel;3;bal;false
Pontiac;Sunbird;1989;Khaki;1GKS1KE07DR539117;SJA-130;benzin;5;jobb;false
Mitsubishi;Outlander;2009;Crimson;JH4KB16618C586365;TDN-101;elektromos;3;jobb;true
GMC;Yukon XL 2500;2011;Blue;3VWKX7AJ2BM638977;AUW-754;benzin;5;bal;true
Ford;E-350 Super Duty;2006;Orange;JM1GJ1U51F1774509;NRX-769;elektromos;3;jobb;true
Toyota;Camry;2012;Goldenrod;WAUJT64B54N165655;YFF-080;benzin;3;bal;false
Lexus;ES;1999;Khaki;1FTEW1CF6FK119868;MME-961;dízel;3;bal;true
Ford;Mustang;1965;Mauv;WAUEH78E57A774947;HYE-409;elektromos;5;jobb;false
Hyundai;Scoupe;1995;Turquoise;SCBGH3ZAXEC563828;TTX-613;benzin;3;jobb;true
Cadillac;Escalade EXT;2012;Puce;WBY2Z2C58FV917215;YMP-983;benzin;3;bal;true
Chevrolet;Metro;2001;Mauv;WBASP2C57CC091839;TBG-138;benzin;3;bal;false
Chevrolet;Corvette;1955;Khaki;WP0AA2A94CS026202;KUQ-771;elektromos;5;jobb;false
Daewoo;Nubira;2001;Aquamarine;JN8AF5MR5ET247212;OHB-827;benzin;3;jobb;false
Jeep;Wrangler;2001;Teal;2D4RN5D19AR906196;FQP-867;benzin;5;jobb;false
BMW;X5;2012;Mauv;1GYEE437490420097;DLE-387;benzin;3;jobb;false
Chrysler;PT Cruiser;2007;Goldenrod;1G6DE5EY3B0750433;NAL-360;elektromos;3;bal;false
Pontiac;Chevette;1987;Orange;1N6AD0CW6FN084326;ZWP-511;dízel;5;bal;true
Pontiac;Sunbird;1993;Goldenrod;2T2BK1BA0EC328560;BSM-174;elektromos;5;jobb;false
Lincoln;LS;2003;Purple;WAUUL78E18A194087;GOR-437;elektromos;3;bal;true
Mercury;Grand Marquis;2009;Purple;SAJWA2GZ7E8752909;BAD-256;benzin;3;jobb;false
GMC;Jimmy;1992;Indigo;WAUCFAFH8AN452181;KJO-291;elektromos;3;jobb;true
Mazda;MPV;1990;Yellow;WVWAP7AN3EE473310;ZQS-902;dízel;5;jobb;true
Oldsmobile;88;1995;Fuscia;5GAKVCKD8FJ220728;ONI-532;dízel;5;bal;true
Lexus;GX;2008;Maroon;WBABD53424P582878;TSK-606;elektromos;5;bal;true
Hyundai;Sonata;1994;Purple;1FTNF1E87AK987286;IFR-074;benzin;5;jobb;false
